date;time;transaction;quantity;item
7/12/2019;15:16:54;2785;1;Coffee
7/12/2019;16:00:12;2786;1;Hot chocolate
7/12/2019;16:25:57;2787;1;Coffee
7/12/2019;16:25:57;2787;1;Coffee
7/12/2019;16:25:57;2787;1;Alfajores
7/12/2019;17:04:56;2788;1;Fudge
7/12/2019;17:04:56;2788;1;Jam
7/12/2019;17:04:56;2788;1;Cake
7/12/2019;17:04:56;2788;1;Coffee
8/12/2019;8:26:16;2789;1;Cake
8/12/2019;8:46:11;2790;1;Coffee
8/12/2019;8:46:11;2790;1;Bread
8/12/2019;9:03:07;2791;1;Pastry
8/12/2019;9:03:07;2791;1;Coffee
8/12/2019;9:04:24;2792;1;Coffee
8/12/2019;9:04:24;2792;1;Pastry
8/12/2019;9:14:56;2793;1;Coffee
8/12/2019;9:14:56;2793;1;Pastry
8/12/2019;9:18:48;2794;1;Truffles
8/12/2019;9:18:48;2794;1;Bread
8/12/2019;9:26:36;2795;1;Coffee
8/12/2019;9:28:20;2796;1;Coffee
8/12/2019;9:32:00;2797;1;Coffee
8/12/2019;9:32:00;2797;1;Toast
8/12/2019;9:32:00;2797;1;Vegan mincepie
8/12/2019;9:32:00;2797;1;Mineral water
8/12/2019;9:32:00;2797;1;Coffee
8/12/2019;9:33:26;2798;1;Medialuna
8/12/2019;9:33:26;2798;1;Bread
8/12/2019;9:44:53;2799;1;Coffee
8/12/2019;9:44:53;2799;1;Cake
8/12/2019;10:09:16;2800;1;Coffee
8/12/2019;10:09:16;2800;1;NONE
8/12/2019;10:09:16;2800;1;Pastry
8/12/2019;10:16:28;2801;1;Coffee
8/12/2019;10:40:06;2802;1;Coffee
8/12/2019;10:53:51;2803;1;Bread
8/12/2019;10:53:51;2803;1;Cake
8/12/2019;10:53:51;2803;1;Cookies
8/12/2019;10:55:18;2804;1;Coffee
8/12/2019;10:55:18;2804;1;Tea
8/12/2019;10:55:18;2804;1;Bread
8/12/2019;10:55:18;2804;1;Cake
8/12/2019;11:02:40;2805;1;Toast
8/12/2019;11:02:40;2805;1;Juice
8/12/2019;11:03:36;2806;1;Bread
8/12/2019;11:04:22;2807;1;Pastry
8/12/2019;11:04:22;2807;1;Pastry
8/12/2019;11:26:03;2808;1;Coffee
8/12/2019;11:27:11;2809;1;Truffles
8/12/2019;11:35:19;2810;1;Tea
8/12/2019;11:36:09;2811;1;Bread
8/12/2019;11:39:06;2812;1;Farm House
8/12/2019;11:51:58;2813;1;NONE
8/12/2019;11:51:58;2813;1;Coffee
8/12/2019;11:51:58;2813;1;Cake
8/12/2019;11:53:34;2814;1;Coffee
8/12/2019;11:53:34;2814;1;Sandwich
8/12/2019;11:53:34;2814;1;NONE
8/12/2019;12:19:45;2815;1;Tea
8/12/2019;12:45:41;2816;1;Hearty & Seasonal
8/12/2019;12:45:41;2816;1;Tea
8/12/2019;13:03:52;2817;1;Coffee
8/12/2019;13:03:52;2817;1;NONE
8/12/2019;13:04:38;2818;1;Coffee
8/12/2019;13:41:08;2819;1;Tea
8/12/2019;13:41:08;2819;1;NONE
8/12/2019;13:41:08;2819;1;Cake
8/12/2019;13:42:08;2820;1;Farm House
8/12/2019;13:53:09;2821;1;Coffee
8/12/2019;14:20:51;2822;1;NONE
8/12/2019;14:20:51;2822;1;Coffee
8/12/2019;14:34:32;2823;1;Bread
8/12/2019;15:11:16;2824;1;Coffee
8/12/2019;15:11:16;2824;1;Cake
8/12/2019;15:17:44;2825;1;Cake
8/12/2019;15:40:39;2826;1;Alfajores
8/12/2019;15:40:39;2826;1;Medialuna
8/12/2019;15:40:39;2826;1;Brownie
8/12/2019;15:41:22;2827;1;Bread
8/12/2019;16:54:21;2828;1;Bread
9/12/2019;9:03:46;2829;1;Bread
9/12/2019;9:03:46;2829;1;Jam
9/12/2019;9:05:25;2830;1;Tea
9/12/2019;9:05:25;2830;1;Sandwich
9/12/2019;9:13:18;2831;1;Coffee
9/12/2019;9:13:18;2831;1;Medialuna
9/12/2019;9:13:18;2831;1;Juice
9/12/2019;9:13:18;2831;1;Coke
9/12/2019;9:15:48;2832;1;Toast
9/12/2019;9:15:48;2832;1;Coffee
9/12/2019;9:15:48;2832;1;Bread
9/12/2019;9:17:08;2833;1;Bread
9/12/2019;9:17:08;2833;1;Coffee
9/12/2019;9:17:08;2833;1;Toast
9/12/2019;9:19:46;2834;1;Bread
9/12/2019;9:19:46;2834;1;Coffee
9/12/2019;9:19:46;2834;1;Medialuna
9/12/2019;9:31:22;2835;1;NONE
9/12/2019;9:31:22;2835;1;Coffee
9/12/2019;9:31:52;2836;1;Bread
9/12/2019;9:31:52;2836;1;Toast
9/12/2019;9:42:56;2837;1;Bread
9/12/2019;9:58:47;2838;1;Coffee
9/12/2019;9:58:47;2838;1;Coffee
9/12/2019;9:58:47;2838;1;Medialuna
9/12/2019;9:58:47;2838;1;Cake
9/12/2019;10:11:09;2839;1;Tea
9/12/2019;10:16:40;2840;1;Tea
9/12/2019;10:17:03;2841;1;Coffee
9/12/2019;10:17:03;2841;1;Medialuna
9/12/2019;10:18:33;2842;1;Bread
9/12/2019;10:20:34;2843;1;Bread
9/12/2019;10:20:34;2843;1;Coffee
9/12/2019;10:36:25;2844;1;Bread
9/12/2019;10:40:00;2845;1;Bread
9/12/2019;10:40:00;2845;1;Brownie
9/12/2019;10:43:53;2846;1;Coffee
9/12/2019;10:45:04;2847;1;Tea
9/12/2019;10:45:04;2847;1;The Nomad
9/12/2019;10:56:23;2848;1;Fudge
9/12/2019;10:58:25;2849;1;Alfajores
9/12/2019;10:58:25;2849;1;Coffee
9/12/2019;10:59:55;2850;1;Bread
9/12/2019;11:02:01;2851;1;Coffee
9/12/2019;11:02:01;2851;1;Alfajores
9/12/2019;11:03:24;2852;1;Brownie
9/12/2019;11:03:24;2852;1;Coffee
9/12/2019;11:07:26;2853;1;Bread
9/12/2019;11:15:23;2854;1;Jam
9/12/2019;11:15:23;2854;1;Fudge
9/12/2019;11:18:31;2855;1;Tea
9/12/2019;11:24:13;2856;1;Coffee
9/12/2019;11:32:08;2857;1;Coffee
9/12/2019;11:46:29;2858;1;Bread
9/12/2019;11:48:20;2859;1;Coffee
9/12/2019;12:06:09;2860;1;Coffee
9/12/2019;12:06:09;2860;1;NONE
9/12/2019;12:07:50;2861;1;Medialuna
9/12/2019;12:07:50;2861;1;Cake
9/12/2019;12:10:24;2862;1;Coffee
9/12/2019;12:10:24;2862;1;Cake
9/12/2019;12:16:51;2863;1;Coffee
9/12/2019;12:16:51;2863;1;Coffee
9/12/2019;12:17:40;2864;1;NONE
9/12/2019;12:30:31;2865;1;The Nomad
9/12/2019;12:30:31;2865;1;Tea
9/12/2019;12:30:31;2865;1;Bread
9/12/2019;12:30:31;2865;1;Brownie
9/12/2019;12:30:31;2865;1;Fudge
9/12/2019;12:30:31;2865;1;Fudge
9/12/2019;12:45:21;2866;1;Scone
9/12/2019;12:45:21;2866;1;Tea
9/12/2019;12:52:56;2867;1;Bread
9/12/2019;12:56:47;2868;1;NONE
9/12/2019;12:56:47;2868;1;Sandwich
9/12/2019;12:56:47;2868;1;Bread
9/12/2019;12:56:47;2868;1;Mineral water
9/12/2019;12:56:47;2868;1;Coffee
9/12/2019;12:56:47;2868;1;Juice
9/12/2019;13:00:58;2869;1;Bread
9/12/2019;13:00:58;2869;1;Bread
9/12/2019;13:00:58;2869;1;Scandinavian
9/12/2019;13:42:26;2870;1;NONE
9/12/2019;13:42:26;2870;1;Sandwich
9/12/2019;13:43:48;2871;1;Coffee
9/12/2019;13:43:48;2871;1;Brownie
9/12/2019;13:48:24;2872;1;NONE
9/12/2019;13:48:24;2872;1;Hearty & Seasonal
9/12/2019;13:48:24;2872;1;Brownie
9/12/2019;13:48:24;2872;1;Bread
9/12/2019;13:50:55;2873;1;Tea
9/12/2019;13:50:55;2873;1;Hearty & Seasonal
9/12/2019;13:52:06;2874;1;Coffee
9/12/2019;13:52:06;2874;1;Brownie
9/12/2019;14:19:07;2875;1;Coffee
9/12/2019;14:19:07;2875;1;Farm House
9/12/2019;14:36:39;2876;1;Coffee
9/12/2019;14:36:39;2876;1;Scone
9/12/2019;14:49:47;2877;1;Scone
9/12/2019;14:49:47;2877;1;Crepes
9/12/2019;14:49:47;2877;1;Alfajores
9/12/2019;14:49:47;2877;1;Alfajores
9/12/2019;15:04:04;2878;1;Scandinavian
9/12/2019;15:25:43;2879;1;Cake
9/12/2019;15:26:56;2880;1;Bread
9/12/2019;15:38:57;2881;1;Bread
9/12/2019;15:43:46;2882;1;Bread
9/12/2019;15:43:46;2882;1;Tea
9/12/2019;15:54:45;2884;1;Brownie
9/12/2019;15:54:45;2884;1;Mineral water
9/12/2019;15:59:06;2885;1;Farm House
9/12/2019;16:03:20;2886;1;Coffee
9/12/2019;16:16:09;2887;1;Sandwich
9/12/2019;16:16:09;2887;1;Scone
9/12/2019;16:16:09;2887;1;Bread
9/12/2019;16:16:09;2887;1;Coffee
9/12/2019;16:18:01;2888;1;Coffee
9/12/2019;16:18:01;2888;1;Hot chocolate
9/12/2019;16:18:01;2888;1;Tea
9/12/2019;16:18:01;2888;1;Alfajores
9/12/2019;16:18:01;2888;1;Sandwich
9/12/2019;16:18:01;2888;1;NONE
9/12/2019;16:18:01;2888;1;NONE
10/12/2019;8:19:55;2889;1;Bread
10/12/2019;8:19:55;2889;1;Scone
10/12/2019;8:19:55;2889;1;Juice
10/12/2019;8:50:37;2890;1;Coffee
10/12/2019;8:53:46;2891;1;Bread
10/12/2019;8:55:00;2892;1;Bread
10/12/2019;9:10:23;2893;1;Coffee
10/12/2019;9:10:23;2893;1;Coffee
10/12/2019;9:10:23;2893;1;Toast
10/12/2019;9:10:23;2893;1;Pastry
10/12/2019;9:14:48;2894;1;Bread
10/12/2019;9:14:48;2894;1;Focaccia
10/12/2019;9:16:49;2895;1;Scone
10/12/2019;9:18:42;2896;1;Focaccia
10/12/2019;9:19:13;2897;1;Scandinavian
10/12/2019;9:38:01;2898;1;Coffee
10/12/2019;9:38:01;2898;1;Tea
10/12/2019;9:40:05;2899;1;NONE
10/12/2019;9:40:05;2899;1;Coffee
10/12/2019;9:40:05;2899;1;Coffee
10/12/2019;9:40:05;2899;1;Farm House
10/12/2019;9:54:44;2900;1;Focaccia
10/12/2019;9:54:44;2900;1;Pastry
10/12/2019;10:01:48;2901;1;Coffee
10/12/2019;10:01:48;2901;1;Pastry
10/12/2019;10:01:48;2901;1;Medialuna
10/12/2019;10:09:25;2902;1;Sandwich
10/12/2019;10:09:25;2902;1;Bread
10/12/2019;10:12:50;2903;1;Bread
10/12/2019;10:12:50;2903;1;Coffee
10/12/2019;10:12:50;2903;1;Medialuna
10/12/2019;10:12:50;2903;1;Medialuna
10/12/2019;10:12:50;2903;1;Jam
10/12/2019;10:14:55;2904;1;NONE
10/12/2019;10:14:55;2904;1;Sandwich
10/12/2019;10:14:55;2904;1;Tea
10/12/2019;10:14:55;2904;1;Coffee
10/12/2019;10:17:44;2905;1;Coffee
10/12/2019;10:17:44;2905;1;Farm House
10/12/2019;10:19:11;2906;1;Bread
10/12/2019;10:31:31;2907;1;NONE
10/12/2019;10:31:31;2907;1;Bread
10/12/2019;10:31:31;2907;1;Coffee
10/12/2019;10:37:09;2908;1;Coffee
10/12/2019;10:37:09;2908;1;Coffee
10/12/2019;10:37:09;2908;1;Toast
10/12/2019;10:37:09;2908;1;Scandinavian
10/12/2019;10:39:51;2909;1;Farm House
10/12/2019;10:39:51;2909;1;Bread
10/12/2019;10:39:51;2909;1;Medialuna
10/12/2019;10:42:09;2910;1;Bread
10/12/2019;10:46:14;2911;1;Cake
10/12/2019;10:48:51;2912;1;Pastry
10/12/2019;10:48:51;2912;1;Coffee
10/12/2019;10:48:51;2912;1;Brownie
10/12/2019;11:05:37;2913;1;Bread
10/12/2019;11:05:37;2913;1;NONE
10/12/2019;11:12:47;2914;1;Coffee
10/12/2019;11:12:47;2914;1;Tea
10/12/2019;11:12:47;2914;1;Scone
10/12/2019;11:14:20;2915;1;Coffee
10/12/2019;11:14:20;2915;1;Coffee
10/12/2019;11:15:23;2916;1;Bread
10/12/2019;11:15:23;2916;1;Tea
10/12/2019;11:24:23;2917;1;Coffee
10/12/2019;11:24:23;2917;1;Scone
10/12/2019;11:37:09;2918;1;Farm House
10/12/2019;11:37:09;2918;1;Scandinavian
10/12/2019;11:41:15;2919;1;Vegan mincepie
10/12/2019;11:41:15;2919;1;Cake
10/12/2019;11:41:57;2920;1;Tea
10/12/2019;11:41:57;2920;1;Coffee
10/12/2019;11:43:08;2921;1;Bread
10/12/2019;11:50:51;2922;1;Coffee
10/12/2019;11:51:38;2923;1;Scandinavian
10/12/2019;11:58:16;2924;1;Bread
10/12/2019;12:02:49;2925;1;Tea
10/12/2019;12:02:49;2925;1;Bread
10/12/2019;12:02:49;2925;1;NONE
10/12/2019;12:03:47;2926;1;Medialuna
10/12/2019;12:03:47;2926;1;Pastry
10/12/2019;12:03:47;2926;1;Coffee
10/12/2019;12:13:24;2927;1;NONE
10/12/2019;12:13:24;2927;1;NONE
10/12/2019;12:13:24;2927;1;Truffles
10/12/2019;12:13:24;2927;1;Juice
10/12/2019;12:14:43;2928;1;Coffee
10/12/2019;12:14:43;2928;1;Jammie Dodgers
10/12/2019;12:14:43;2928;1;NONE
10/12/2019;12:14:43;2928;1;Art Tray
10/12/2019;12:15:22;2929;1;Frittata
10/12/2019;12:19:34;2930;1;NONE
10/12/2019;12:19:34;2930;1;Bread
10/12/2019;12:21:04;2931;1;Sandwich
10/12/2019;12:21:04;2931;1;Coffee
10/12/2019;12:25:15;2932;1;Coffee
10/12/2019;12:25:15;2932;1;Juice
10/12/2019;12:25:15;2932;1;NONE
10/12/2019;13:00:41;2933;1;Tea
10/12/2019;13:00:41;2933;1;Sandwich
10/12/2019;13:02:03;2934;1;Jam
10/12/2019;13:02:45;2935;1;Scone
10/12/2019;13:06:56;2936;1;Coffee
10/12/2019;13:06:56;2936;1;NONE
10/12/2019;13:06:56;2936;1;Sandwich
10/12/2019;13:15:28;2937;1;Coffee
10/12/2019;13:15:28;2937;1;NONE
10/12/2019;13:16:19;2938;1;Bread
10/12/2019;13:16:19;2938;1;Tea
10/12/2019;13:16:19;2938;1;NONE
10/12/2019;13:21:07;2939;1;Frittata
10/12/2019;13:21:07;2939;1;Tea
10/12/2019;13:21:07;2939;1;Bread
10/12/2019;13:23:00;2940;1;Scandinavian
10/12/2019;13:28:07;2941;1;Sandwich
10/12/2019;13:28:07;2941;1;Art Tray
10/12/2019;13:28:07;2941;1;Truffles
10/12/2019;13:28:07;2941;1;Coffee
10/12/2019;13:28:07;2941;1;NONE
10/12/2019;13:29:46;2942;1;Scone
10/12/2019;13:29:46;2942;1;Frittata
10/12/2019;13:29:46;2942;1;Juice
10/12/2019;13:39:39;2943;1;NONE
10/12/2019;13:39:39;2943;1;Tea
10/12/2019;13:54:17;2944;1;Coffee
10/12/2019;13:54:17;2944;1;Mineral water
10/12/2019;13:54:17;2944;1;Frittata
10/12/2019;13:58:17;2945;1;Coffee
10/12/2019;13:58:17;2945;1;Tea
10/12/2019;14:00:50;2946;1;Bread
10/12/2019;14:00:50;2946;1;Bread
10/12/2019;14:00:50;2946;1;Brownie
10/12/2019;14:00:50;2946;1;Scone
10/12/2019;14:03:58;2948;1;Coffee
10/12/2019;14:30:30;2949;1;Frittata
10/12/2019;14:30:30;2949;1;Sandwich
10/12/2019;14:30:30;2949;1;Coffee
10/12/2019;14:37:46;2950;1;Tea
10/12/2019;14:37:46;2950;1;NONE
10/12/2019;14:44:35;2951;1;Coffee
10/12/2019;14:44:35;2951;1;Tea
10/12/2019;15:04:03;2952;1;Vegan mincepie
10/12/2019;15:04:03;2952;1;Coffee
10/12/2019;15:04:03;2952;1;Hot chocolate
10/12/2019;15:05:12;2953;1;Juice
10/12/2019;15:10:30;2954;1;Cake
10/12/2019;15:10:30;2954;1;Tea
10/12/2019;15:18:36;2955;1;Tea
10/12/2019;15:33:13;2956;1;Bread
10/12/2019;15:33:13;2956;1;Farm House
10/12/2019;15:46:51;2957;1;Coffee
10/12/2019;15:46:51;2957;1;Tea
10/12/2019;15:46:51;2957;1;Bread
10/12/2019;15:46:51;2957;1;Mineral water
10/12/2019;15:46:51;2957;1;Scone
10/12/2019;15:46:51;2957;1;Bread
10/12/2019;15:54:14;2958;1;Bread
10/12/2019;16:07:09;2959;1;Bread
10/12/2019;16:07:09;2959;1;Hot chocolate
10/12/2019;16:07:09;2959;1;Hot chocolate
10/12/2019;16:09:03;2960;1;Coke
10/12/2019;16:09:03;2960;1;Sandwich
10/12/2019;16:10:25;2961;1;Sandwich
10/12/2019;16:10:25;2961;1;Mineral water
10/12/2019;16:12:13;2962;1;Hot chocolate
10/12/2019;16:12:13;2962;1;Tea
10/12/2019;16:12:13;2962;1;Cake
10/12/2019;16:23:46;2963;1;Scandinavian
10/12/2019;16:24:56;2964;1;Frittata
10/12/2019;16:24:56;2964;1;Cake
10/12/2019;16:30:41;2966;1;Cake
10/12/2019;16:40:30;2967;1;Coffee
10/12/2019;16:40:30;2967;1;Bread
10/12/2019;16:44:50;2968;1;Coffee
10/12/2019;16:44:50;2968;1;Tea
10/12/2019;16:44:50;2968;1;Bread
10/12/2019;16:45:57;2969;1;Scone
10/12/2019;16:45:57;2969;1;Coffee
10/12/2019;16:46:51;2970;1;Bread
10/12/2019;17:12:43;2971;1;Jam
11/12/2019;9:08:30;2972;1;Bread
11/12/2019;9:08:30;2972;1;NONE
11/12/2019;9:11:47;2973;1;Coffee
11/12/2019;9:11:47;2973;1;Medialuna
11/12/2019;9:14:33;2974;1;Bread
11/12/2019;9:14:33;2974;1;Farm House
11/12/2019;9:16:54;2975;1;Bread
11/12/2019;9:24:44;2976;1;Coffee
11/12/2019;9:24:44;2976;1;Pastry
11/12/2019;9:29:03;2977;1;Bread
11/12/2019;9:29:03;2977;1;Coffee
11/12/2019;9:32:19;2978;1;Medialuna
11/12/2019;9:32:19;2978;1;Coffee
11/12/2019;9:35:17;2979;1;Scone
11/12/2019;9:35:17;2979;1;Bread
11/12/2019;9:38:31;2980;1;Coffee
11/12/2019;9:38:31;2980;1;Coke
11/12/2019;10:01:58;2981;1;Coffee
11/12/2019;10:04:37;2982;1;Truffles
11/12/2019;10:08:10;2983;1;Bread
11/12/2019;10:16:02;2984;1;Mineral water
11/12/2019;10:55:19;2985;1;Hot chocolate
11/12/2019;10:55:19;2985;1;Coffee
11/12/2019;10:55:19;2985;1;Bread
11/12/2019;10:55:19;2985;1;Toast
11/12/2019;10:55:19;2985;1;Medialuna
11/12/2019;10:55:19;2985;1;Alfajores
11/12/2019;10:55:19;2985;1;Fudge
11/12/2019;10:56:30;2986;1;Jam
11/12/2019;11:00:41;2987;1;Medialuna
11/12/2019;11:00:41;2987;1;Bakewell
11/12/2019;11:00:41;2987;1;Coffee
11/12/2019;11:00:41;2987;1;Bread
11/12/2019;11:00:41;2987;1;Toast
11/12/2019;11:11:38;2988;1;Coffee
11/12/2019;11:13:45;2989;1;Bread
11/12/2019;11:29:24;2990;1;Coffee
11/12/2019;11:29:24;2990;1;Coffee
11/12/2019;11:29:24;2990;1;Bakewell
11/12/2019;11:29:24;2990;1;Medialuna
11/12/2019;11:36:53;2991;1;Coffee
11/12/2019;11:36:53;2991;1;Coffee
11/12/2019;11:36:53;2991;1;Bread
11/12/2019;11:42:56;2992;1;Farm House
11/12/2019;11:43:39;2993;1;Bread
11/12/2019;11:47:04;2994;1;Medialuna
11/12/2019;11:47:04;2994;1;Scone
11/12/2019;11:47:04;2994;1;Coffee
11/12/2019;11:47:04;2994;1;Coffee
11/12/2019;11:57:43;2995;1;Bread
11/12/2019;12:00:39;2996;1;Farm House
11/12/2019;12:00:39;2996;1;Coffee
11/12/2019;12:00:39;2996;1;Medialuna
11/12/2019;12:00:39;2996;1;Bread
11/12/2019;12:06:33;2997;1;Smoothies
11/12/2019;12:06:33;2997;1;NONE
11/12/2019;12:07:29;2998;1;NONE
11/12/2019;12:07:29;2998;1;Coffee
11/12/2019;12:34:47;2999;1;NONE
11/12/2019;12:45:14;3000;1;Medialuna
11/12/2019;12:45:14;3000;1;Coffee
11/12/2019;12:47:20;3001;1;Mineral water
11/12/2019;12:59:40;3002;1;NONE
11/12/2019;12:59:40;3002;1;Bread
11/12/2019;12:59:40;3002;1;Mineral water
11/12/2019;12:59:40;3002;1;Hot chocolate
11/12/2019;13:02:56;3003;1;Sandwich
11/12/2019;13:02:56;3003;1;Tea
11/12/2019;13:05:06;3004;1;Coffee
11/12/2019;13:05:06;3004;1;NONE
11/12/2019;13:05:06;3004;1;Cookies
11/12/2019;13:08:04;3005;1;Alfajores
11/12/2019;13:08:04;3005;1;Alfajores
11/12/2019;13:33:11;3006;1;Vegan mincepie
11/12/2019;13:33:11;3006;1;Bread
11/12/2019;13:33:11;3006;1;Coffee
11/12/2019;13:34:52;3007;1;Coffee
11/12/2019;13:34:52;3007;1;NONE
11/12/2019;13:42:48;3008;1;Medialuna
11/12/2019;13:43:48;3009;1;Coffee
11/12/2019;13:43:48;3009;1;Frittata
11/12/2019;13:43:48;3009;1;Toast
11/12/2019;13:51:48;3010;1;NONE
11/12/2019;13:51:48;3010;1;NONE
11/12/2019;13:51:48;3010;1;Coffee
11/12/2019;13:51:48;3010;1;Hot chocolate
11/12/2019;13:51:48;3010;1;Muffin
11/12/2019;13:54:56;3011;1;Coffee
11/12/2019;13:54:56;3011;1;Scandinavian
11/12/2019;14:21:33;3013;1;NONE
11/12/2019;14:21:33;3013;1;Bakewell
11/12/2019;14:21:33;3013;1;Tea
11/12/2019;14:29:19;3015;1;NONE
11/12/2019;14:29:19;3015;1;Coffee
11/12/2019;14:32:11;3016;1;NONE
11/12/2019;14:32:44;3017;1;Frittata
11/12/2019;14:32:44;3017;1;Coffee
11/12/2019;15:04:06;3018;1;Scandinavian
11/12/2019;15:16:58;3019;1;Coffee
11/12/2019;15:16:58;3019;1;Coffee
11/12/2019;15:26:13;3020;1;NONE
11/12/2019;15:26:13;3020;1;NONE
11/12/2019;15:26:13;3020;1;Coffee
11/12/2019;15:26:13;3020;1;Tea
11/12/2019;15:27:11;3021;1;Scandinavian
11/12/2019;15:48:13;3022;1;Bread
12/12/2019;8:51:43;3023;1;Tea
12/12/2019;8:52:44;3024;1;Bread
12/12/2019;8:52:44;3024;1;NONE
12/12/2019;8:54:59;3025;1;Bread
12/12/2019;8:54:59;3025;1;Medialuna
12/12/2019;8:58:21;3026;1;Pastry
12/12/2019;8:58:21;3026;1;Toast
12/12/2019;8:58:21;3026;1;Coffee
12/12/2019;9:02:23;3027;1;Coffee
12/12/2019;9:02:23;3027;1;Pastry
12/12/2019;9:13:20;3028;1;Tea
12/12/2019;9:28:15;3029;1;Coffee
12/12/2019;9:28:15;3029;1;Toast
12/12/2019;10:00:20;3030;1;Coffee
12/12/2019;10:09:22;3031;1;Jam
12/12/2019;10:09:22;3031;1;Coffee
12/12/2019;10:09:22;3031;1;Hot chocolate
12/12/2019;10:09:22;3031;1;Toast
12/12/2019;10:16:00;3032;1;Coffee
12/12/2019;10:16:00;3032;1;Sandwich
12/12/2019;10:36:09;3033;1;Bread
12/12/2019;10:36:09;3033;1;Tea
12/12/2019;10:36:09;3033;1;Bakewell
12/12/2019;10:36:09;3033;1;Alfajores
12/12/2019;10:38:49;3034;1;Bread
12/12/2019;10:38:49;3034;1;Coffee
12/12/2019;10:38:49;3034;1;Cake
12/12/2019;11:14:48;3035;1;Bread
12/12/2019;11:23:36;3036;1;Bread
12/12/2019;11:29:00;3037;1;Coffee
12/12/2019;11:29:00;3037;1;Coffee
12/12/2019;11:29:00;3037;1;Bakewell
12/12/2019;11:29:00;3037;1;Cake
12/12/2019;11:30:21;3038;1;Bread
12/12/2019;11:31:46;3039;1;Coffee
12/12/2019;11:31:46;3039;1;Medialuna
12/12/2019;11:54:43;3040;1;Bread
12/12/2019;11:57:00;3041;1;Bread
12/12/2019;11:57:00;3041;1;Vegan mincepie
12/12/2019;12:17:22;3042;1;Coffee
12/12/2019;12:17:22;3042;1;Bread
12/12/2019;12:17:22;3042;1;Vegan mincepie
12/12/2019;12:17:22;3042;1;Cake
12/12/2019;12:22:06;3043;1;Bread
12/12/2019;12:23:10;3044;1;Sandwich
12/12/2019;12:35:16;3045;1;Pastry
12/12/2019;12:35:16;3045;1;Bread
12/12/2019;12:55:45;3046;1;Cake
12/12/2019;12:55:45;3046;1;Vegan mincepie
12/12/2019;12:55:45;3046;1;Coffee
12/12/2019;12:55:45;3046;1;Coffee
12/12/2019;12:55:45;3046;1;Mineral water
12/12/2019;12:55:45;3046;1;Mineral water
12/12/2019;12:59:25;3047;1;Jam
12/12/2019;13:18:24;3048;1;Bread
12/12/2019;13:24:02;3049;1;Frittata
12/12/2019;13:24:02;3049;1;Coffee
12/12/2019;13:48:02;3050;1;Coffee
12/12/2019;13:48:02;3050;1;Coffee
12/12/2019;13:55:03;3051;1;Bread
12/12/2019;13:56:45;3052;1;Sandwich
12/12/2019;13:59:15;3053;1;Sandwich
12/12/2019;13:59:15;3053;1;Bread
12/12/2019;13:59:15;3053;1;Truffles
12/12/2019;13:59:15;3053;1;Coffee
12/12/2019;14:02:55;3054;1;Tea
12/12/2019;14:02:55;3054;1;Toast
12/12/2019;14:02:55;3054;1;NONE
12/12/2019;14:08:53;3055;1;Coffee
12/12/2019;14:09:53;3056;1;Cake
12/12/2019;14:10:46;3057;1;NONE
12/12/2019;14:12:12;3058;1;Coffee
12/12/2019;14:12:12;3058;1;Bread
12/12/2019;14:12:12;3058;1;Bread
12/12/2019;14:12:12;3058;1;Bread
12/12/2019;15:01:06;3059;1;Fudge
12/12/2019;15:09:13;3060;1;Jam
12/12/2019;15:09:13;3060;1;Jam
12/12/2019;15:19:20;3061;1;Bread
12/12/2019;15:33:43;3062;1;Coffee
12/12/2019;15:44:20;3063;1;Tea
12/12/2019;15:44:20;3063;1;Bread
12/12/2019;15:44:20;3063;1;Hot chocolate
12/12/2019;15:44:20;3063;1;Vegan mincepie
12/12/2019;15:44:20;3063;1;Bread
12/12/2019;15:46:25;3064;1;Juice
12/12/2019;15:46:25;3064;1;Cake
12/12/2019;15:46:25;3064;1;Jammie Dodgers
12/12/2019;15:46:25;3064;1;Bread
12/12/2019;15:53:25;3065;1;Bread
12/12/2019;16:12:11;3066;1;Vegan mincepie
12/12/2019;16:12:11;3066;1;Tea
12/12/2019;16:24:11;3067;1;Coffee
12/12/2019;16:24:11;3067;1;Pastry
13/12/2019;8:33:03;3068;1;Scandinavian
13/12/2019;8:33:03;3068;1;Vegan mincepie
13/12/2019;8:37:55;3069;1;Bread
13/12/2019;9:04:03;3070;1;Coffee
13/12/2019;9:04:03;3070;1;Fudge
13/12/2019;9:04:03;3070;1;Jam
13/12/2019;9:04:03;3070;1;Fudge
13/12/2019;9:04:03;3070;1;Fudge
13/12/2019;9:06:18;3071;1;Jam
13/12/2019;9:06:18;3071;1;Coffee
13/12/2019;9:06:18;3071;1;Coffee
13/12/2019;9:30:41;3073;1;Coffee
13/12/2019;9:30:41;3073;1;Coffee
13/12/2019;9:40:04;3074;1;Coffee
13/12/2019;9:40:04;3074;1;Cookies
13/12/2019;9:40:04;3074;1;Pastry
13/12/2019;9:42:21;3075;1;Medialuna
13/12/2019;9:42:21;3075;1;Bread
13/12/2019;9:43:56;3076;1;Coffee
13/12/2019;9:43:56;3076;1;Art Tray
13/12/2019;9:48:29;3077;1;Tea
13/12/2019;9:48:29;3077;1;Tea
13/12/2019;9:48:29;3077;1;Toast
13/12/2019;9:49:21;3078;1;Coke
13/12/2019;10:10:30;3079;1;Coffee
13/12/2019;10:10:30;3079;1;Bread
13/12/2019;10:14:24;3080;1;Bakewell
